Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,2020-12-15,Midwest,Minnesota,Minneapolis,Women's Apparel,49.0,73,2955.36,1764.0,0.6,Online
Foot Locker,2020-12-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,46.0,120,4186.0,1967.0,0.47000000000000003,Online
Foot Locker,2020-12-17,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,65,2295.0,1024.72,0.4,Online
Foot Locker,2020-12-18,Midwest,Minnesota,Minneapolis,Women's Street Footwear,36.0,56,1886.54,860.6200000000001,0.4,Online
Foot Locker,2020-12-19,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38.0,45,1710.0,837.0,0.49000000000000005,Online
Foot Locker,2020-12-20,Midwest,Minnesota,Minneapolis,Men's Apparel,52.0,46,2064.55,867.1,0.42,Online
Foot Locker,2020-12-21,Midwest,Minnesota,Minneapolis,Women's Apparel,59.0,73,3599.0,2159.0,0.6,Online
Foot Locker,2020-12-22,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50.0,124,6200.0,3100.0,0.5,Online
Foot Locker,2020-12-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42.0,77,3234.0,1455.0,0.44999999999999996,Online
Foot Locker,2020-12-24,Midwest,Minnesota,Minneapolis,Women's Street Footwear,44.0,56,2464.0,1010.0,0.41,Online
Foot Locker,2020-12-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44.0,49,2156.0,1056.0,0.49000000000000005,Online
Foot Locker,2020-12-26,Midwest,Minnesota,Minneapolis,Men's Apparel,54.0,46,2376.0,974.0,0.41,Online
Foot Locker,2020-12-27,Midwest,Minnesota,Minneapolis,Women's Apparel,54.0,77,4158.0,2370.0,0.5700000000000001,Online
Kohl's,2020-12-28,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32.0,120,3808.0,2208.0,0.5800000000000001,Online
Kohl's,2020-12-29,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43.0,128,5504.0,2311.0,0.42,Online
Kohl's,2020-12-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,41.0,119,4879.0,2878.0,0.55,Online
Kohl's,2020-12-31,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44.0,98,4312.0,2242.0,0.52,Online
Kohl's,2021-01-01,Midwest,Montana,Billings,Men's Apparel,47.0,77,3619.0,2714.0,0.6600000000000001,Online
Kohl's,2021-01-02,Midwest,Montana,Billings,Women's Apparel,43.0,138,5934.0,2314.0,0.39,Online
Kohl's,2021-01-03,Midwest,Montana,Billings,Men's Street Footwear,34.0,158,5372.0,3062.0,0.5700000000000001,Online
Kohl's,2021-01-04,Midwest,Montana,Billings,Men's Athletic Footwear,42.0,123,5166.0,2324.0,0.44999999999999996,Online
Kohl's,2021-01-05,Midwest,Montana,Billings,Women's Street Footwear,43.0,122,5246.0,2990.0,0.55,Online
Kohl's,2021-01-06,Midwest,Montana,Billings,Women's Athletic Footwear,44.0,81,3564.0,1960.0,0.5499999999999999,Online
Kohl's,2021-01-07,Midwest,Montana,Billings,Men's Apparel,48.0,59,2832.0,2039.0,0.6600000000000001,Online
Kohl's,2021-01-08,Midwest,Montana,Billings,Women's Apparel,43.0,119,5117.0,1893.0,0.37,Online
Kohl's,2021-01-09,Midwest,Montana,Billings,Men's Street Footwear,32.0,173,5536.0,3044.0,0.55,Online
Kohl's,2021-01-10,Midwest,Montana,Billings,Men's Athletic Footwear,41.0,115,4715.0,1933.0,0.41,Online
Kohl's,2021-01-11,Midwest,Montana,Billings,Women's Street Footwear,42.0,128,5376.0,3064.0,0.55,Online
Kohl's,2021-01-12,Midwest,Montana,Billings,Women's Athletic Footwear,44.0,91,4004.0,2122.0,0.53,Online
Kohl's,2021-01-13,Midwest,Montana,Billings,Men's Apparel,48.0,60,2880.0,2044.0,0.6600000000000001,Online
Kohl's,2021-01-14,Midwest,Montana,Billings,Women's Apparel,42.0,112,4704.0,1834.0,0.39,Online
Kohl's,2021-01-15,Midwest,Montana,Billings,Men's Street Footwear,44.0,161,7084.0,4179.0,0.5900000000000001,Online
Kohl's,2021-01-16,Midwest,Montana,Billings,Men's Athletic Footwear,43.0,101,4343.0,1954.0,0.44999999999999996,Online
Kohl's,2021-01-17,Midwest,Montana,Billings,Women's Street Footwear,44.0,120,5280.0,3168.0,0.55,Online
Kohl's,2021-01-18,Midwest,Montana,Billings,Women's Athletic Footwear,36.0,78,2808.0,1404.0,0.5,Online
Kohl's,2021-01-19,Midwest,Montana,Billings,Men's Apparel,44.0,56,2464.0,1823.0,0.6600000000000001,Online
Kohl's,2021-01-20,Midwest,Montana,Billings,Women's Apparel,55.0,101,5555.0,2166.0,0.39,Online
Kohl's,2021-01-21,Midwest,Montana,Billings,Men's Street Footwear,39.0,150,5850.0,3334.0,0.5700000000000001,Online
Kohl's,2021-01-22,Midwest,Montana,Billings,Men's Athletic Footwear,41.0,106,4346.0,1912.0,0.44,Online
Kohl's,2021-01-23,Midwest,Montana,Billings,Women's Street Footwear,44.0,111,4884.0,2686.0,0.55,Online
Kohl's,2021-01-24,Midwest,Montana,Billings,Women's Athletic Footwear,38.0,88,3344.0,1772.0,0.53,Online
Kohl's,2021-01-25,Midwest,Montana,Billings,Men's Apparel,41.0,61,2501.0,1850.0,0.6600000000000001,Online
Kohl's,2021-01-26,Midwest,Montana,Billings,Women's Apparel,59.0,108,6372.0,2421.0,0.38,Online
Kohl's,2021-01-27,Midwest,Montana,Billings,Men's Street Footwear,36.0,169,6084.0,3589.0,0.5900000000000001,Online
Kohl's,2021-01-28,Midwest,Montana,Billings,Men's Athletic Footwear,42.0,147,6174.0,2531.0,0.41,Online
Kohl's,2021-01-29,Midwest,Montana,Billings,Women's Street Footwear,44.0,165,7260.0,3993.0,0.55,Online
Kohl's,2021-01-30,Midwest,Montana,Billings,Women's Athletic Footwear,38.0,106,4028.0,2134.0,0.53,Online
Kohl's,2021-01-31,Midwest,Montana,Billings,Men's Apparel,41.0,75,3075.0,2275.0,0.6600000000000001,Online
Kohl's,2021-02-01,Midwest,Montana,Billings,Women's Apparel,55.0,150,8250.0,2970.0,0.36,Online
Kohl's,2021-02-02,Midwest,Montana,Billings,Men's Street Footwear,37.0,203,7511.0,4431.0,0.5900000000000001,Online
Kohl's,2021-02-03,Midwest,Montana,Billings,Men's Athletic Footwear,41.0,156,6396.0,2750.0,0.43,Online
Kohl's,2021-02-04,Midwest,Montana,Billings,Women's Street Footwear,44.0,143,6292.0,3712.0,0.55,Online
Kohl's,2021-02-05,Midwest,Montana,Billings,Women's Athletic Footwear,36.0,113,4068.0,2156.0,0.53,Online
Kohl's,2021-02-06,Midwest,Montana,Billings,Men's Apparel,42.0,124,5208.0,3645.0,0.6600000000000001,Online
Kohl's,2021-02-07,Midwest,Montana,Billings,Women's Apparel,58.0,143,8294.0,2902.0,0.35,Online
Kohl's,2021-02-08,Midwest,Montana,Billings,Men's Street Footwear,42.0,203,8526.0,4945.0,0.5800000000000001,Online
Kohl's,2021-02-09,Midwest,Montana,Billings,Men's Athletic Footwear,54.0,188,10152.0,4365.0,0.43,Online
Kohl's,2021-02-10,Midwest,Montana,Billings,Women's Street Footwear,49.0,130,6370.0,3758.0,0.55,Online
Kohl's,2021-02-11,Midwest,Montana,Billings,Women's Athletic Footwear,41.0,106,4346.0,2346.0,0.54,Online
Kohl's,2021-02-12,Midwest,Montana,Billings,Men's Apparel,52.0,106,5512.0,3858.0,0.6600000000000001,Online
Kohl's,2021-02-13,Midwest,Montana,Billings,Women's Apparel,56.0,112,6272.0,2383.0,0.38,Online
Kohl's,2021-02-14,Midwest,Montana,Billings,Men's Street Footwear,41.0,180,7380.0,4280.0,0.5800000000000001,Online
Kohl's,2021-02-15,Midwest,Montana,Billings,Men's Athletic Footwear,48.0,156,7488.0,3294.0,0.44,Online
Kohl's,2021-02-16,Midwest,Montana,Billings,Women's Street Footwear,42.0,117,4914.0,2751.0,0.55,Online
Kohl's,2021-02-17,Midwest,Montana,Billings,Women's Athletic Footwear,41.0,116,4756.0,2615.0,0.5499999999999999,Online
Kohl's,2021-02-18,Midwest,Montana,Billings,Men's Apparel,50.0,100,5000.0,3650.0,0.6600000000000001,Online
Kohl's,2021-02-19,Midwest,Montana,Billings,Women's Apparel,59.0,122,7198.0,2879.0,0.4,Online
Kohl's,2021-02-20,Midwest,Montana,Billings,Men's Street Footwear,44.0,160,7040.0,3942.0,0.56,Online
Kohl's,2021-02-21,Midwest,Montana,Billings,Men's Athletic Footwear,49.0,160,7840.0,3371.0,0.43,Online
Kohl's,2021-02-22,Midwest,Montana,Billings,Women's Street Footwear,41.0,116,4756.0,2710.0,0.55,Online
Kohl's,2021-02-23,Midwest,Montana,Billings,Women's Athletic Footwear,44.0,105,4620.0,2402.0,0.52,Online
Kohl's,2021-02-24,Midwest,Montana,Billings,Men's Apparel,54.0,98,5292.0,3969.0,0.6600000000000001,Online
Kohl's,2021-02-25,Midwest,Montana,Billings,Women's Apparel,58.0,108,6264.0,2442.0,0.39,Online
Kohl's,2021-02-26,Midwest,Montana,Billings,Men's Street Footwear,38.0,167,6346.0,3744.0,0.5900000000000001,Online
Kohl's,2021-02-27,Midwest,Montana,Billings,Men's Athletic Footwear,42.0,173,7266.0,2979.0,0.41,Online
Kohl's,2021-02-28,Midwest,Montana,Billings,Women's Street Footwear,37.0,123,4551.0,2594.0,0.55,Online
Kohl's,2021-03-01,Midwest,Montana,Billings,Women's Athletic Footwear,39.0,119,4641.0,2552.0,0.5499999999999999,Online
Kohl's,2021-03-02,Midwest,Montana,Billings,Men's Apparel,51.0,113,5763.0,4264.0,0.6600000000000001,Online
Kohl's,2021-03-03,Midwest,Montana,Billings,Women's Apparel,56.0,133,7448.0,2830.0,0.38,Online
Kohl's,2021-03-04,Midwest,Montana,Billings,Men's Street Footwear,41.0,196,8036.0,4500.0,0.56,Online
Kohl's,2021-03-05,Midwest,Montana,Billings,Men's Athletic Footwear,45.0,182,8190.0,3521.0,0.43,Online
Kohl's,2021-03-06,Midwest,Montana,Billings,Women's Street Footwear,42.0,133,5586.0,3351.0,0.55,Online
Kohl's,2021-03-07,Midwest,Montana,Billings,Women's Athletic Footwear,43.0,143,6149.0,3135.0,0.51,Online
Kohl's,2021-03-08,Midwest,Montana,Billings,Men's Apparel,53.0,120,6360.0,4642.0,0.6600000000000001,Online
Kohl's,2021-03-09,Midwest,Montana,Billings,Women's Apparel,55.0,130,7150.0,2860.0,0.4,Online
Sports Direct,2021-03-10,Midwest,Montana,Billings,Men's Street Footwear,20.0,210,3780.0,1890.0,0.5,Online
Sports Direct,2021-03-11,Midwest,Montana,Billings,Men's Athletic Footwear,29.0,182,5278.0,2427.0,0.45999999999999996,Online
Sports Direct,2021-03-12,Midwest,Montana,Billings,Women's Street Footwear,27.0,130,3510.0,1579.0,0.44999999999999996,Online
Sports Direct,2021-03-13,Midwest,Montana,Billings,Women's Athletic Footwear,32.0,135,4320.0,2462.0,0.5700000000000001,Online
Sports Direct,2021-03-14,South,Tennessee,Knoxville,Men's Apparel,39.0,95,3705.0,1482.0,0.4,Online
Sports Direct,2021-03-15,South,Tennessee,Knoxville,Women's Apparel,33.0,125,4125.0,2681.0,0.65,Online
Sports Direct,2021-03-16,South,Tennessee,Knoxville,Men's Street Footwear,24.0,169,4056.0,2028.0,0.5,Online
Sports Direct,2021-03-17,South,Tennessee,Knoxville,Men's Athletic Footwear,33.0,181,5973.0,2867.0,0.48,Online
Sports Direct,2021-03-18,South,Tennessee,Knoxville,Women's Street Footwear,32.0,122,3904.0,1873.0,0.48,Online
Sports Direct,2021-03-19,South,Tennessee,Knoxville,Women's Athletic Footwear,33.0,108,3564.0,2138.0,0.6,Online
Sports Direct,2021-03-20,South,Tennessee,Knoxville,Men's Apparel,37.0,83,3071.0,1259.0,0.41,Online
Sports Direct,2021-03-21,South,Tennessee,Knoxville,Women's Apparel,32.0,133,4256.0,2723.0,0.64,Online
Sports Direct,2021-03-22,South,Tennessee,Knoxville,Men's Street Footwear,27.0,189,5103.0,2602.0,0.51,Online
Sports Direct,2021-03-23,South,Tennessee,Knoxville,Men's Athletic Footwear,37.0,163,6031.0,3136.0,0.52,Online
Sports Direct,2021-03-24,South,Tennessee,Knoxville,Women's Street Footwear,28.0,124,3472.0,1909.0,0.5499999999999999,Online
Sports Direct,2021-03-25,South,Tennessee,Knoxville,Women's Athletic Footwear,33.0,101,3333.0,2133.0,0.6200000000000001,Online
Sports Direct,2021-03-26,South,Tennessee,Knoxville,Men's Apparel,39.0,69,2691.0,1264.0,0.47,Online
Sports Direct,2021-03-27,South,Tennessee,Knoxville,Women's Apparel,33.0,111,3663.0,2417.0,0.66,Online
Sports Direct,2021-03-28,South,Tennessee,Knoxville,Men's Street Footwear,20.0,169,3706.35,1682.45,0.5,Online
Sports Direct,2021-03-29,South,Tennessee,Knoxville,Men's Athletic Footwear,24.0,176,4224.0,2154.0,0.51,Online
Sports Direct,2021-03-30,South,Tennessee,Knoxville,Women's Street Footwear,19.0,135,2565.0,1410.0,0.5499999999999999,Online
Sports Direct,2021-03-31,South,Tennessee,Knoxville,Women's Athletic Footwear,23.0,112,2576.0,1674.0,0.6200000000000001,Online
Sports Direct,2021-04-01,South,Tennessee,Knoxville,Men's Apparel,28.0,84,2352.0,1058.0,0.44999999999999996,Online
Sports Direct,2021-04-02,South,Tennessee,Knoxville,Women's Apparel,24.0,161,3864.0,2627.0,0.68,Online
Sports Direct,2021-04-03,South,Tennessee,Knoxville,Men's Street Footwear,20.0,189,3706.35,1682.45,0.5,Online
Sports Direct,2021-04-04,South,Tennessee,Knoxville,Men's Athletic Footwear,23.0,218,5014.0,2507.0,0.5,Online
Sports Direct,2021-04-05,South,Tennessee,Knoxville,Women's Street Footwear,19.0,180,3420.0,1846.0,0.54,Online
Sports Direct,2021-04-06,South,Tennessee,Knoxville,Women's Athletic Footwear,27.0,142,3834.0,2300.0,0.6,Online
Sports Direct,2021-04-07,South,Tennessee,Knoxville,Men's Apparel,41.0,106,4346.0,2129.0,0.49,Online
Sports Direct,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,38.0,202,7676.0,5142.0,0.67,Online
Sports Direct,2021-04-09,South,Tennessee,Knoxville,Men's Street Footwear,36.0,217,7812.0,3984.0,0.51,Online
Sports Direct,2021-04-10,South,Tennessee,Knoxville,Men's Athletic Footwear,42.0,202,8484.0,4326.0,0.51,Online
Sports Direct,2021-04-11,South,Tennessee,Knoxville,Women's Street Footwear,36.0,169,6084.0,3102.0,0.51,Online
Sports Direct,2021-04-12,South,Tennessee,Knoxville,Women's Athletic Footwear,36.0,174,6264.0,3821.0,0.61,Online
Sports Direct,2021-04-13,South,Tennessee,Knoxville,Men's Apparel,43.0,145,6235.0,2992.0,0.48,Online
Sports Direct,2021-04-14,South,Tennessee,Knoxville,Women's Apparel,49.0,236,11564.0,7516.0,0.65,Online
Sports Direct,2021-04-15,South,Tennessee,Knoxville,Men's Street Footwear,36.0,215,7740.0,4411.0,0.57,Online
Sports Direct,2021-04-16,South,Tennessee,Knoxville,Men's Athletic Footwear,43.0,206,8858.0,5137.0,0.55,Online
Sports Direct,2021-04-17,South,Tennessee,Knoxville,Women's Street Footwear,36.0,263,9468.0,5680.0,0.55,Online
Sports Direct,2021-04-18,South,Tennessee,Knoxville,Women's Athletic Footwear,37.0,161,5957.0,3872.0,0.6200000000000001,Online
Sports Direct,2021-04-19,South,Tennessee,Knoxville,Men's Apparel,43.0,165,7095.0,3760.0,0.53,Online
Sports Direct,2021-04-20,South,Tennessee,Knoxville,Women's Apparel,52.0,223,11596.0,8117.0,0.6900000000000001,Online
Sports Direct,2021-04-21,South,Tennessee,Knoxville,Men's Street Footwear,41.0,233,9553.0,5445.0,0.57,Online
Sports Direct,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,54.0,233,12582.0,7171.0,0.55,Online
Sports Direct,2021-04-23,South,Tennessee,Knoxville,Women's Street Footwear,46.0,285,13110.0,7866.0,0.55,Online
Sports Direct,2021-04-24,South,Tennessee,Knoxville,Women's Athletic Footwear,42.0,133,5586.0,3854.0,0.6200000000000001,Online
Sports Direct,2021-04-25,South,Tennessee,Knoxville,Men's Apparel,49.0,133,6517.0,3454.0,0.53,Online
Sports Direct,2021-04-26,South,Tennessee,Knoxville,Women's Apparel,53.0,181,9593.0,6811.0,0.6900000000000001,Online
Sports Direct,2021-04-27,South,Tennessee,Knoxville,Men's Street Footwear,49.0,182,8918.0,5350.0,0.6,Online
Sports Direct,2021-04-28,South,Tennessee,Knoxville,Men's Athletic Footwear,47.0,169,7943.0,4765.0,0.55,Online
Sports Direct,2021-04-29,South,Tennessee,Knoxville,Women's Street Footwear,54.0,182,9828.0,5798.0,0.55,Online
Sports Direct,2021-04-30,South,Tennessee,Knoxville,Women's Athletic Footwear,53.0,100,5300.0,3710.0,0.6200000000000001,Online
Sports Direct,2021-05-01,South,Tennessee,Knoxville,Men's Apparel,47.0,120,5640.0,2876.0,0.51,Online
Sports Direct,2021-05-02,South,Tennessee,Knoxville,Women's Apparel,42.0,163,6846.0,5066.0,0.6900000000000001,Online
Sports Direct,2021-05-03,South,Tennessee,Knoxville,Men's Street Footwear,33.0,173,5709.0,3254.0,0.57,Online
Sports Direct,2021-05-04,South,Tennessee,Knoxville,Men's Athletic Footwear,32.0,150,4800.0,2880.0,0.55,Online
Sports Direct,2021-05-05,South,Tennessee,Knoxville,Women's Street Footwear,36.0,147,5292.0,3069.0,0.55,Online
Sports Direct,2021-05-06,South,Tennessee,Knoxville,Women's Athletic Footwear,38.0,98,3724.0,2606.0,0.6200000000000001,Online
Sports Direct,2021-05-07,South,Tennessee,Knoxville,Men's Apparel,32.0,88,2816.0,1436.0,0.51,Online
Sports Direct,2021-05-08,South,Tennessee,Knoxville,Women's Apparel,43.0,131,5633.0,3999.0,0.6900000000000001,Online
Sports Direct,2021-05-09,South,Tennessee,Knoxville,Men's Street Footwear,29.0,196,5684.0,3183.0,0.5599999999999999,Online
Sports Direct,2021-05-10,South,Tennessee,Knoxville,Men's Athletic Footwear,29.0,189,5481.0,3069.0,0.55,Online
Sports Direct,2021-05-11,South,Tennessee,Knoxville,Women's Street Footwear,50.0,174,8700.0,4871.0,0.55,Online
Sports Direct,2021-05-12,South,Tennessee,Knoxville,Women's Athletic Footwear,52.0,133,6916.0,4772.0,0.6200000000000001,Online
Sports Direct,2021-05-13,South,Tennessee,Knoxville,Men's Apparel,51.0,113,5763.0,3054.0,0.53,Online
Sports Direct,2021-05-14,South,Tennessee,Knoxville,Women's Apparel,59.0,169,9971.0,7079.0,0.6900000000000001,Online
Sports Direct,2021-05-15,South,Tennessee,Knoxville,Men's Street Footwear,53.0,200,10600.0,6148.0,0.58,Online
Sports Direct,2021-05-16,South,Tennessee,Knoxville,Men's Athletic Footwear,51.0,240,12240.0,6731.0,0.5499999999999999,Online
Sports Direct,2021-05-17,South,Tennessee,Knoxville,Women's Street Footwear,54.0,210,11340.0,6236.0,0.5499999999999999,Online
Sports Direct,2021-05-18,South,Tennessee,Knoxville,Women's Athletic Footwear,54.0,149,8046.0,5551.0,0.6200000000000001,Online
Sports Direct,2021-05-19,South,Tennessee,Knoxville,Men's Apparel,50.0,140,7000.0,3500.0,0.5,Online
Sports Direct,2021-05-20,South,Tennessee,Knoxville,Women's Apparel,61.0,225,13725.0,10156.0,0.6900000000000001,Online
Foot Locker,2021-05-21,South,Tennessee,Knoxville,Men's Street Footwear,32.0,120,3808.0,1904.0,0.5,Online
Foot Locker,2021-05-22,South,Tennessee,Knoxville,Men's Athletic Footwear,32.0,65,2295.0,1024.72,0.49,Online
Foot Locker,2021-05-23,South,Tennessee,Knoxville,Women's Street Footwear,24.0,65,1886.54,860.6200000000001,0.48,Online
Foot Locker,2021-05-24,South,Tennessee,Knoxville,Women's Athletic Footwear,27.0,42,1455.3000000000002,667.0,0.53,Online
Foot Locker,2021-05-25,Midwest,Nebraska,Omaha,Men's Apparel,43.0,46,2064.55,867.1,0.44999999999999996,Online
Foot Locker,2021-05-26,Midwest,Nebraska,Omaha,Women's Apparel,32.0,73,2955.36,1343.0,0.61,Online
Foot Locker,2021-05-27,Midwest,Nebraska,Omaha,Men's Street Footwear,32.0,120,3808.0,2056.0,0.54,Online
Foot Locker,2021-05-28,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33.0,65,2295.0,1024.72,0.5,Online
Foot Locker,2021-05-29,Midwest,Nebraska,Omaha,Women's Street Footwear,23.0,56,1886.54,860.6200000000001,0.5,Online
Foot Locker,2021-05-30,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.0,42,1455.3000000000002,667.0,0.5,Online
Foot Locker,2021-05-31,Midwest,Nebraska,Omaha,Men's Apparel,41.0,46,2064.55,867.1,0.49,Online
Foot Locker,2021-06-01,Midwest,Nebraska,Omaha,Women's Apparel,32.0,73,2955.36,1343.0,0.62,Online
Foot Locker,2021-06-02,Midwest,Nebraska,Omaha,Men's Street Footwear,38.0,122,4636.0,2503.0,0.54,Online
Foot Locker,2021-06-03,Midwest,Nebraska,Omaha,Men's Athletic Footwear,39.0,65,2295.0,1024.72,0.45999999999999996,Online
Foot Locker,2021-06-04,Midwest,Nebraska,Omaha,Women's Street Footwear,29.0,56,1886.54,860.6200000000001,0.5,Online
Foot Locker,2021-06-05,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.0,42,1455.3000000000002,667.0,0.55,Online
Foot Locker,2021-06-06,Midwest,Nebraska,Omaha,Men's Apparel,45.0,46,2064.55,867.1,0.47,Online
Foot Locker,2021-06-07,Midwest,Nebraska,Omaha,Women's Apparel,37.0,73,2955.36,1343.0,0.61,Online
Foot Locker,2021-06-08,Midwest,Nebraska,Omaha,Men's Street Footwear,38.0,120,3990.0,2114.0,0.53,Online
Foot Locker,2021-06-09,Midwest,Nebraska,Omaha,Men's Athletic Footwear,32.0,65,2295.0,1024.72,0.44999999999999996,Online
Foot Locker,2021-06-10,Midwest,Nebraska,Omaha,Women's Street Footwear,23.0,56,1886.54,860.6200000000001,0.44999999999999996,Online
Foot Locker,2021-06-11,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.0,42,1455.3000000000002,667.0,0.53,Online
Foot Locker,2021-06-12,Midwest,Nebraska,Omaha,Men's Apparel,42.0,46,2064.55,867.1,0.48,Online
Foot Locker,2021-06-13,Midwest,Nebraska,Omaha,Women's Apparel,34.0,73,2955.36,1343.0,0.62,Online
Foot Locker,2021-06-14,Midwest,Nebraska,Omaha,Men's Street Footwear,44.0,120,5192.0,2803.0,0.54,Online
Foot Locker,2021-06-15,Midwest,Nebraska,Omaha,Men's Athletic Footwear,38.0,65,2295.0,1024.72,0.5,Online
Foot Locker,2021-06-16,Midwest,Nebraska,Omaha,Women's Street Footwear,32.0,56,1886.54,860.6200000000001,0.48,Online
Foot Locker,2021-06-17,Midwest,Nebraska,Omaha,Women's Athletic Footwear,34.0,42,1455.3000000000002,667.0,0.53,Online
Foot Locker,2021-06-18,Midwest,Nebraska,Omaha,Men's Apparel,46.0,46,2064.55,867.1,0.45999999999999996,Online
Foot Locker,2021-06-19,Midwest,Nebraska,Omaha,Women's Apparel,51.0,73,2955.36,1343.0,0.62,Online
Foot Locker,2021-06-20,Midwest,Nebraska,Omaha,Men's Street Footwear,36.0,120,4320.0,2289.0,0.53,Online
Foot Locker,2021-06-21,Midwest,Nebraska,Omaha,Men's Athletic Footwear,32.0,65,2295.0,1024.72,0.5,Online
Foot Locker,2021-06-22,Midwest,Nebraska,Omaha,Women's Street Footwear,27.0,56,1886.54,860.6200000000001,0.44999999999999996,Online
Foot Locker,2021-06-23,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.0,42,1455.3000000000002,667.0,0.54,Online
Foot Locker,2021-06-24,Midwest,Nebraska,Omaha,Men's Apparel,42.0,46,2064.55,882.0,0.5,Online
Foot Locker,2021-06-25,Midwest,Nebraska,Omaha,Women's Apparel,49.0,85,4165.0,2582.0,0.62,Online
Foot Locker,2021-06-26,Midwest,Nebraska,Omaha,Men's Street Footwear,43.0,165,7095.0,3618.0,0.51,Online
Foot Locker,2021-06-27,Midwest,Nebraska,Omaha,Men's Athletic Footwear,37.0,81,2997.0,1348.0,0.44999999999999996,Online
Foot Locker,2021-06-28,Midwest,Nebraska,Omaha,Women's Street Footwear,34.0,63,2142.0,963.0,0.44999999999999996,Online
Foot Locker,2021-06-29,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.0,46,1518.0,789.0,0.52,Online
Foot Locker,2021-06-30,Midwest,Nebraska,Omaha,Men's Apparel,41.0,46,2064.55,883.0,0.49,Online
Foot Locker,2021-07-01,Midwest,Nebraska,Omaha,Women's Apparel,49.0,91,4459.0,2809.0,0.63,Online
Foot Locker,2021-07-02,Midwest,Nebraska,Omaha,Men's Street Footwear,41.0,145,5945.0,3150.0,0.53,Online
Foot Locker,2021-07-03,Midwest,Nebraska,Omaha,Men's Athletic Footwear,42.0,80,3360.0,1646.0,0.49,Online
Foot Locker,2021-07-04,Midwest,Nebraska,Omaha,Women's Street Footwear,36.0,56,1886.54,898.0,0.48,Online
Foot Locker,2021-07-05,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.0,42,1455.3000000000002,667.0,0.51,Online
Foot Locker,2021-07-06,Midwest,Nebraska,Omaha,Men's Apparel,37.0,46,2064.55,867.1,0.48,Online
Foot Locker,2021-07-07,Midwest,Nebraska,Omaha,Women's Apparel,44.0,73,3036.0,1821.0,0.6,Online
Foot Locker,2021-07-08,Midwest,Nebraska,Omaha,Men's Street Footwear,38.0,120,4256.0,2298.0,0.54,Online
Foot Locker,2021-07-09,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33.0,65,2295.0,1024.72,0.45999999999999996,Online
Foot Locker,2021-07-10,Midwest,Nebraska,Omaha,Women's Street Footwear,18.0,56,1886.54,860.6200000000001,0.48,Online
Foot Locker,2021-07-11,Midwest,Nebraska,Omaha,Women's Athletic Footwear,19.0,42,1455.3000000000002,667.0,0.52,Online
Foot Locker,2021-07-12,Midwest,Nebraska,Omaha,Men's Apparel,29.0,46,2064.55,867.1,0.48,Online
Foot Locker,2021-07-13,Midwest,Nebraska,Omaha,Women's Apparel,34.0,73,2955.36,1343.0,0.62,Online
Foot Locker,2021-07-14,Midwest,Nebraska,Omaha,Men's Street Footwear,36.0,120,3706.35,1827.0,0.54,Online
Foot Locker,2021-07-15,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29.0,65,2295.0,1024.72,0.45999999999999996,Online
Foot Locker,2021-07-16,Midwest,Nebraska,Omaha,Women's Street Footwear,29.0,56,1886.54,860.6200000000001,0.5,Online
Foot Locker,2021-07-17,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.0,42,1455.3000000000002,667.0,0.53,Online
Foot Locker,2021-07-18,Midwest,Nebraska,Omaha,Men's Apparel,37.0,46,2064.55,867.1,0.48,Online
Foot Locker,2021-07-19,Midwest,Nebraska,Omaha,Women's Apparel,44.0,73,2955.36,1343.0,0.63,Online
Foot Locker,2021-07-20,Midwest,Nebraska,Omaha,Men's Street Footwear,37.0,120,3706.35,1682.45,0.54,Online
Foot Locker,2021-07-21,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29.0,65,2295.0,1024.72,0.45999999999999996,Online
Foot Locker,2021-07-22,Midwest,Nebraska,Omaha,Women's Street Footwear,29.0,56,1886.54,860.6200000000001,0.47,Online
Foot Locker,2021-07-23,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.0,42,1455.3000000000002,667.0,0.55,Online
