Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Log_Total_Sales,Log_Units_Sold,Log_Operating_Profit,Log_Operating_Margin,Log_Price_per_Unit
Foot Locker,2020-01-21,Northeast,New York,New York,Women's Street Footwear,36,276.0,9936.0,4669.0,0.47,Online,-0.37751686752717456,0.49738063304478636,-0.3237378101871028,0.554635578513902,-0.5660382453975762
Foot Locker,2020-01-22,Northeast,New York,New York,Women's Athletic Footwear,44,206.0,9064.0,4441.0,0.49,Online,-0.4264554404484877,0.12066351924649787,-0.3520401088233555,0.7670197914258248,0.07486787805518114
Foot Locker,2020-01-23,Northeast,New York,New York,Men's Apparel,58,243.0,14094.0,6060.0,0.43,Online,-0.19125906837777046,0.3333349546190531,-0.17632095141234452,0.1210579409433326,0.9617655859979616
Foot Locker,2020-01-24,Northeast,New York,New York,Women's Apparel,48,290.0,13920.0,5289.0,0.38,Online,-0.19787784458412055,0.5611444711519405,-0.2532515998397385,-0.43829620643621675,0.3536912387144174
Foot Locker,2020-01-25,Northeast,New York,New York,Men's Street Footwear,46,354.0,16284.0,10258.0,0.6,Online,-0.1143036308834334,0.8182321112930215,0.12125460151134758,1.8864450444781373,0.2172466602947214
Foot Locker,2020-01-26,Northeast,New York,New York,Men's Athletic Footwear,48,259.0,12432.0,5345.0,0.43,Online,-0.2581126519943784,0.415472588016779,-0.24729739703167267,0.1210579409433326,0.3536912387144174
Foot Locker,2020-01-27,Northeast,New York,New York,Women's Street Footwear,39,247.0,9633.0,4720.0,0.49,Online,-0.39401722328245153,0.3543635971085061,-0.3175963376121538,0.7670197914258248,-0.3107768733823138
Foot Locker,2020-01-28,Northeast,New York,New York,Women's Athletic Footwear,43,216.0,9288.0,4644.0,0.5,Online,-0.4134487187427828,0.1816763911597071,-0.3267728759374385,0.8721452173768379,0.0012873419375581399
Foot Locker,2020-01-29,Northeast,New York,New York,Men's Apparel,59,230.0,13570.0,5699.0,0.42,Online,-0.21144579248340997,0.2625297811365988,-0.21104331747617078,0.010768417587764142,1.0167953865917445
Foot Locker,2020-01-30,Northeast,New York,New York,Women's Apparel,45,238.0,10710.0,3748.0,0.35,Online,-0.33755042394464646,0.3065589873903825,-0.44794608663731367,-0.7837209371518269,0.14683112786611158
Foot Locker,2020-01-31,Northeast,New York,New York,Men's Street Footwear,45,300.0,13500.0,8370.0,0.6,Online,-0.2142013384483863,0.6048389320151124,0.006256024354915687,1.8864450444781373,0.14683112786611158
Foot Locker,2020-02-01,Northeast,New York,New York,Men's Athletic Footwear,47,234.0,10998.0,4509.0,0.41,Online,-0.3234124513528667,0.2847317516362276,-0.3434498330923977,-0.10030054349361513,0.28617964976781146
Foot Locker,2020-02-02,Northeast,New York,New York,Women's Street Footwear,39,252.0,9828.0,4914.0,0.5,Online,-0.3833397534212571,0.38017748846423,-0.29482578668978715,0.8721452173768379,-0.3107768733823138
Foot Locker,2020-02-03,Northeast,New York,New York,Women's Athletic Footwear,41,239.0,9799.0,4801.0,0.49,Online,-0.38491420435994467,0.31195871556293137,-0.3079773000662184,0.7670197914258248,-0.1510283100271673
Foot Locker,2020-02-04,Northeast,New York,New York,Men's Apparel,56,215.0,12040.0,5056.0,0.42,Online,-0.2751831915139236,0.17570301786766684,-0.27872135723324243,0.010768417587764142,0.8488510841354427
Foot Locker,2020-02-05,Northeast,New York,New York,Women's Apparel,49,238.0,11662.0,4314.0,0.37,Online,-0.29217877080117705,0.3065589873903825,-0.368441803904041,-0.5525962926484578,0.4198388634416208
Foot Locker,2020-02-06,Northeast,New York,New York,Men's Street Footwear,54,317.0,17118.0,10955.0,0.6,Online,-0.08769105988147494,0.6758905999266942,0.15842147119518,1.8864450444781373,0.7319030787614942
Foot Locker,2020-02-07,Northeast,New York,New York,Men's Athletic Footwear,50,259.0,12950.0,5180.0,0.4,Online,-0.2363626656359831,0.415472588016779,-0.26502397077387363,-0.2121600376392765,0.48467654773873725
Foot Locker,2020-02-08,Northeast,New York,New York,Women's Street Footwear,46,261.0,12006.0,5642.0,0.47,Online,-0.276689900007561,0.42538246806794,-0.2167260928646489,0.554635578513902,0.2172466602947214
Foot Locker,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,46,230.0,10580.0,5078.0,0.48,Online,-0.3440571314550719,0.2625297811365988,-0.2762668366825163,0.6611864448160953,0.2172466602947214
Foot Locker,2020-02-10,Northeast,New York,New York,Men's Apparel,59,245.0,14455.0,6504.0,0.44999999999999996,Online,-0.1777837815971717,0.34389201747791687,-0.13634703903061124,0.3393419024417001,1.0167953865917445
Foot Locker,2020-03-03,Northeast,New York,New York,Women's Apparel,59,290.0,17110.0,6159.0,0.36,Online,-0.08794012452976646,0.5611444711519405,-0.16715984637974438,-0.6677337495927713,1.0167953865917445
Foot Locker,2020-03-04,Northeast,New York,New York,Men's Street Footwear,55,313.0,17215.0,10501.0,0.6,Online,-0.08468037826138516,0.6595203431305998,0.13449154609204433,1.8864450444781373,0.7908991985093976
Foot Locker,2020-03-05,Northeast,New York,New York,Men's Athletic Footwear,54,270.0,14580.0,5977.0,0.41,Online,-0.17319613511356324,0.4690605301431302,-0.1841175373553304,-0.10030054349361513,0.7319030787614942
Foot Locker,2020-03-06,Northeast,New York,New York,Women's Street Footwear,46,278.0,12788.0,6138.0,0.48,Online,-0.24306986475559997,0.5066845078389257,-0.1690907465772396,0.6611864448160953,0.2172466602947214
Foot Locker,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,47,261.0,12267.0,5520.0,0.44999999999999996,Online,-0.26523142035447655,0.42538246806794,-0.22908463388375364,0.3393419024417001,0.28617964976781146
Foot Locker,2020-03-08,Northeast,New York,New York,Men's Apparel,55,252.0,13860.0,6236.0,0.44999999999999996,Online,-0.20017937867381475,0.38017748846423,-0.16013576360881043,0.3393419024417001,0.7908991985093976
Foot Locker,2020-03-09,Northeast,New York,New York,Women's Apparel,64,305.0,19520.0,7612.0,0.39,Online,-0.017727830517881075,0.6261447354611567,-0.047412483869507895,-0.32482139880116656,1.2788709047945401
Foot Locker,2020-03-10,Northeast,New York,New York,Men's Street Footwear,59,319.0,18821.0,11292.0,0.6,Online,-0.037157624580502986,0.6839986704891152,0.17555167509443506,1.8864450444781373,1.0167953865917445
Foot Locker,2020-03-11,Northeast,New York,New York,Men's Athletic Footwear,53,267.0,14151.0,5943.0,0.42,Online,-0.18910860471491017,0.45466446662142934,-0.187342620300548,0.010768417587764142,0.6718244012053064
Foot Locker,2020-03-12,Northeast,New York,New York,Women's Street Footwear,46,247.0,11362.0,5112.0,0.44999999999999996,Online,-0.30606410455503663,0.3543635971085061,-0.27249432125240913,0.3393419024417001,0.2172466602947214
Foot Locker,2020-03-13,Northeast,New York,New York,Women's Athletic Footwear,46,243.0,11178.0,5141.0,0.45999999999999996,Online,-0.31476299810658714,0.3333349546190531,-0.2692963584890878,0.44735739691523035,0.2172466602947214
Foot Locker,2020-03-14,Northeast,New York,New York,Men's Apparel,58,231.0,13398.0,5761.0,0.43,Online,-0.2182422464818546,0.2681161095574347,-0.20492621955243479,0.1210579409433326,0.9617655859979616
Foot Locker,2020-03-15,Northeast,New York,New York,Women's Apparel,61,286.0,17446.0,6978.0,0.4,Online,-0.07757836865609202,0.5432447664553027,-0.0965776889406553,-0.2121600376392765,1.124155695330456
Foot Locker,2020-03-16,Northeast,New York,New York,Men's Street Footwear,58,325.0,18850.0,11498.0,0.6,Online,-0.03633727894585161,0.7080222656764893,0.18577298419987703,1.8864450444781373,0.9617655859979616
Foot Locker,2020-03-17,Northeast,New York,New York,Men's Athletic Footwear,53,308.0,16324.0,6692.0,0.41,Online,-0.1129964418261491,0.6387617430348004,-0.1202372811435237,-0.10030054349361513,0.6718244012053064
Foot Locker,2020-03-18,Northeast,New York,New York,Women's Street Footwear,45,257.0,11565.0,5319.0,0.45999999999999996,Online,-0.2966289012099239,0.4054861830377276,-0.2500540528169106,0.44735739691523035,0.14683112786611158
Foot Locker,2020-03-31,Northeast,New York,New York,Women's Athletic Footwear,47,241.0,11327.0,5323.0,0.47,Online,-0.3077078847602795,0.3226910013769461,-0.24962907617783014,0.554635578513902,0.28617964976781146
Walmart,2020-04-17,Northeast,New York,New York,Men's Apparel,54,270.0,14580.0,6560.0,0.44999999999999996,Online,-0.17319613511356324,0.4690605301431302,-0.13150020728132414,0.3393419024417001,0.7319030787614942
Walmart,2020-04-18,Northeast,New York,New York,Women's Apparel,62,290.0,17980.0,6652.0,0.37,Online,-0.061514264671879704,0.5611444711519405,-0.12362665974243306,-0.5525962926484578,1.176543949946891
Walmart,2020-04-19,Northeast,New York,New York,Men's Street Footwear,56,360.0,20160.0,12499.0,0.6,Online,-0.0005387330210602457,0.8399069150551902,0.23296873346761224,1.8864450444781373,0.8488510841354427
Walmart,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,50,270.0,13500.0,5940.0,0.44,Online,-0.2142013384483863,0.4690605301431302,-0.18762807157712555,0.2305788899494726,0.48467654773873725
Walmart,2020-04-21,Northeast,New York,New York,Women's Street Footwear,47,268.0,12596.0,5920.0,0.47,Online,-0.2511300352312535,0.4594809824999727,-0.18953477172037067,0.554635578513902,0.28617964976781146
Walmart,2020-04-22,Northeast,New York,New York,Women's Athletic Footwear,47,252.0,11844.0,5448.0,0.45999999999999996,Online,-0.2839280217794759,0.38017748846423,-0.23650699391921656,0.44735739691523035,0.28617964976781146
Walmart,2020-04-23,Northeast,New York,New York,Men's Apparel,58,252.0,14616.0,5846.0,0.4,Online,-0.17188218580738643,0.38017748846423,-0.19664600124128476,-0.2121600376392765,0.9617655859979616
Walmart,2020-04-24,Northeast,New York,New York,Women's Apparel,59,280.0,16520.0,6608.0,0.4,Online,-0.10663716499587873,0.5159219258173925,-0.12737859346574448,-0.2121600376392765,1.0167953865917445
Walmart,2020-04-25,Northeast,New York,New York,Men's Apparel,64,236.0,15104.0,6343.0,0.42,Online,-0.15438332343883873,0.295691419080455,-0.1505176700202481,0.010768417587764142,1.2788709047945401
Walmart,2020-04-26,Northeast,New York,New York,Women's Apparel,68,290.0,19720.0,7493.0,0.38,Online,-0.012296432670036323,0.5611444711519405,-0.05632063603120489,-0.43829620643621675,1.4744033878401714
Walmart,2020-04-27,Northeast,New York,New York,Men's Street Footwear,60,299.0,17940.0,10764.0,0.6,Online,-0.06270093109906895,0.6005353239886166,0.1484771611274717,1.8864450444781373,1.070915561936916
Walmart,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,53,273.0,14469.0,6221.0,0.43,Online,-0.17726799662905804,0.4832981016726866,-0.16149726533015576,0.1210579409433326,0.6718244012053064
Walmart,2020-04-29,Northeast,New York,New York,Women's Street Footwear,52,258.0,13416.0,6439.0,0.48,Online,-0.21752691462469695,0.4104890249382481,-0.14202542440677057,0.6611864448160953,0.6106226929190801
Walmart,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,50,252.0,12600.0,6174.0,0.49,Online,-0.2509608653997701,0.38017748846423,-0.16578465788263458,0.7670197914258248,0.48467654773873725
Walmart,2020-05-01,Northeast,New York,New York,Men's Apparel,64,254.0,16256.0,6827.0,0.42,Online,-0.1152205750481745,0.3903604782302374,-0.10894584196418153,0.010768417587764142,1.2788709047945401
Walmart,2020-05-02,Northeast,New York,New York,Women's Apparel,66,263.0,17358.0,6422.0,0.37,Online,-0.08027274635357723,0.4352169870853978,-0.14351999631924697,-0.5525962926484578,1.3780965607493425
Walmart,2020-05-03,Northeast,New York,New York,Men's Street Footwear,62,312.0,19344.0,12380.0,0.6,Online,-0.022553691236680953,0.655395194438303,0.22756004019389361,1.8864450444781373,1.176543949946891
Walmart,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,51,300.0,15300.0,6426.0,0.42,Online,-0.14751371807644026,0.6048389320151124,-0.14316797676441964,0.010768417587764142,0.5482551679706069
Walmart,2020-05-05,Northeast,New York,New York,Women's Street Footwear,54,285.0,15390.0,7233.0,0.47,Online,-0.1443887358038372,0.5387308595392454,-0.07628633898138977,0.554635578513902,0.7319030787614942
Walmart,2020-05-06,Northeast,New York,New York,Women's Athletic Footwear,54,225.0,12150.0,5589.0,0.45999999999999996,Online,-0.2703375319663927,0.23423033641435645,-0.2220618154928718,0.44735739691523035,0.7319030787614942
Walmart,2020-05-07,Northeast,New York,New York,Men's Apparel,60,261.0,15660.0,6733.0,0.43,Online,-0.13512227004625224,0.42538246806794,-0.11678412569372283,0.1210579409433326,1.070915561936916
Walmart,2020-07-18,Northeast,New York,New York,Women's Apparel,68,290.0,19720.0,6902.0,0.35,Online,-0.012296432670036323,0.5611444711519405,-0.10276890275845361,-0.7837209371518269,1.4744033878401714
Sports Direct,2020-07-19,Northeast,New York,New York,Men's Street Footwear,24,234.0,5616.0,2639.0,0.47,Online,-0.6814862683825972,0.2847317516362276,-0.6462486547444123,0.554635578513902,-1.8496609050690025
Sports Direct,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,34,225.0,7650.0,3748.0,0.49,Online,-0.5168172911160379,0.23423033641435645,-0.44794608663731367,0.7670197914258248,-0.7479848331772926
Sports Direct,2020-07-21,Northeast,New York,New York,Women's Street Footwear,33,210.0,6930.0,3187.0,0.45999999999999996,Online,-0.5694793341408231,0.14541514595934574,-0.5395999011405261,0.44735739691523035,-0.8428957122353211
Sports Direct,2020-07-22,Northeast,New York,New York,Women's Athletic Footwear,34,175.0,5950.0,3272.0,0.55,Online,-0.6507084448724816,-0.08914387857120674,-0.5247215722861414,1.387476387565061,-0.7479848331772926
Sports Direct,2020-07-23,South,Texas,Houston,Men's Apparel,36,154.0,5544.0,2383.0,0.43,Online,-0.6883605211172179,-0.25346061504859696,-0.7039221862312912,0.1210579409433326,-0.5660382453975762
Sports Direct,2020-07-24,South,Texas,Houston,Women's Apparel,34,203.0,6902.0,4417.0,0.6,Online,-0.5716362829908713,0.10178386980455215,-0.35510340150772857,1.8864450444781373,-0.7479848331772926
Sports Direct,2020-07-25,South,Texas,Houston,Men's Street Footwear,23,213.0,4899.0,2449.0,0.5,Online,-0.7542526003039912,0.16367285652567673,-0.6884812300938133,0.8721452173768379,-1.9833201187428118
Sports Direct,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,33,255.0,8415.0,3786.0,0.44999999999999996,Online,-0.46603829148548453,0.3954220620634299,-0.44224370473869884,0.3393419024417001,-0.8428957122353211
Sports Direct,2020-07-27,South,Texas,Houston,Women's Street Footwear,32,176.0,5632.0,2534.0,0.44999999999999996,Online,-0.6799706259818812,-0.08181675971589353,-0.6691968461615294,0.3393419024417001,-0.9406401665990053
Sports Direct,2020-07-28,South,Texas,Houston,Women's Athletic Footwear,34,175.0,5950.0,3570.0,0.6,Online,-0.6507084448724816,-0.08914387857120674,-0.47545063109002533,1.8864450444781373,-0.7479848331772926
Sports Direct,2020-07-29,South,Texas,Houston,Men's Apparel,38,125.0,4750.0,2137.0,0.44999999999999996,Online,-0.7707068262016559,-0.5213450537377368,-0.7655027178193597,0.3393419024417001,-0.393672340565958
Sports Direct,2020-07-30,South,Texas,Houston,Women's Apparel,34,196.0,6664.0,4198.0,0.6,Online,-0.5903316788323675,0.05662900288635401,-0.3838503311262082,1.8864450444781373,-0.7479848331772926
Sports Direct,2020-07-31,South,Texas,Houston,Men's Street Footwear,29,254.0,7366.0,3314.0,0.44999999999999996,Online,-0.5369724864317156,0.3903604782302374,-0.5175119668841675,0.3393419024417001,-1.2527043819188772
Sports Direct,2020-08-01,South,Texas,Houston,Men's Athletic Footwear,39,236.0,9204.0,4141.0,0.44999999999999996,Online,-0.41828910938422326,0.295691419080455,-0.39157844311351137,0.3393419024417001,-0.3107768733823138
Sports Direct,2020-08-02,South,Texas,Houston,Women's Street Footwear,32,182.0,5824.0,2853.0,0.49,Online,-0.6621114236368355,-0.0387050003071307,-0.6021774608831023,0.7670197914258248,-0.9406401665990053
Sports Direct,2020-08-03,South,Texas,Houston,Women's Athletic Footwear,37,174.0,6438.0,3734.0,0.5800000000000001,Online,-0.6087129953477495,-0.0965127476167858,-0.4500615459417507,1.688754480878662,-0.47872117583861706
Sports Direct,2020-08-04,South,Texas,Houston,Men's Apparel,41,125.0,5125.0,2050.0,0.4,Online,-0.7302264989134016,-0.5213450537377368,-0.7889926227023452,-0.2121600376392765,-0.1510283100271673
Sports Direct,2020-08-05,South,Texas,Houston,Women's Apparel,39,189.0,7371.0,4422.0,0.6,Online,-0.5366109675412358,0.009840276402207554,-0.3544638455163681,1.8864450444781373,-0.3107768733823138
Sports Direct,2020-08-06,South,Texas,Houston,Men's Street Footwear,27,234.0,6318.0,3032.0,0.48,Online,-0.6187369813013252,0.2847317516362276,-0.5677818680679149,0.6611864448160953,-1.478600570001227
Sports Direct,2020-08-07,South,Texas,Houston,Men's Athletic Footwear,38,225.0,8550.0,3847.0,0.44999999999999996,Online,-0.45755885743115476,0.23423033641435645,-0.43320845947112163,0.3393419024417001,-0.393672340565958
Sports Direct,2020-08-08,South,Texas,Houston,Women's Street Footwear,34,203.0,6902.0,3174.0,0.45999999999999996,Online,-0.5716362829908713,0.10178386980455215,-0.5419103265119652,0.44735739691523035,-0.7479848331772926
Sports Direct,2020-08-09,South,Texas,Houston,Women's Athletic Footwear,36,163.0,5868.0,3462.0,0.5900000000000001,Online,-0.6581016428571591,-0.18046884817868658,-0.4928152571058904,1.7879105989471293,-0.5660382453975762
Walmart,2020-08-10,South,Texas,Houston,Men's Apparel,42,147.0,6174.0,2593.0,0.42,Online,-0.6310201160211367,-0.3132245896957412,-0.6561877123386842,0.010768417587764142,-0.0739848480855997
Walmart,2020-08-11,South,Texas,Houston,Women's Apparel,39,232.0,9048.0,5519.0,0.6,Online,-0.4273967548984205,0.2736784106850143,-0.2291870578296318,1.8864450444781373,-0.3107768733823138
Walmart,2020-08-12,South,Texas,Houston,Men's Street Footwear,29,268.0,7772.0,3730.0,0.48,Online,-0.5083878095596659,0.4594809824999727,-0.4506674194437904,0.6611864448160953,-1.2527043819188772
Walmart,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,38,259.0,9842.0,4527.0,0.45999999999999996,Online,-0.38258133550027906,0.415472588016779,-0.34119761390525016,0.44735739691523035,-0.393672340565958
Walmart,2020-08-14,South,Texas,Houston,Women's Street Footwear,33,225.0,7425.0,3564.0,0.48,Online,-0.5327221133690305,0.23423033641435645,-0.4764014688561525,0.6611864448160953,-0.8428957122353211
Walmart,2020-08-15,South,Texas,Houston,Women's Athletic Footwear,39,189.0,7371.0,4275.0,0.5800000000000001,Online,-0.5366109675412358,0.009840276402207554,-0.3735755428775536,1.688754480878662,-0.3107768733823138
Walmart,2020-08-16,South,Texas,Houston,Men's Apparel,42,168.0,7056.0,2822.0,0.4,Online,-0.5598796783454624,-0.1416301028812425,-0.6083527461987013,-0.2121600376392765,-0.0739848480855997
Walmart,2020-08-17,South,Texas,Houston,Women's Apparel,37,276.0,10212.0,6433.0,0.6,Online,-0.3629189741517374,0.49738063304478636,-0.14255246939600463,1.8864450444781373,-0.47872117583861706
Walmart,2020-08-18,South,Texas,Houston,Men's Street Footwear,39,238.0,9282.0,4362.0,0.47,Online,-0.4137930065033536,0.3065589873903825,-0.3621866797761384,0.554635578513902,-0.3107768733823138
Walmart,2020-08-19,South,Texas,Houston,Men's Athletic Footwear,42,238.0,9996.0,4498.0,0.44999999999999996,Online,-0.3743092165908165,0.3065589873903825,-0.34483061861784,0.3393419024417001,-0.0739848480855997
Walmart,2020-08-20,South,Texas,Houston,Women's Street Footwear,37,232.0,8584.0,4206.0,0.49,Online,-0.45544439960788297,0.2736784106850143,-0.3827740873719593,0.7670197914258248,-0.47872117583861706
Walmart,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,38,203.0,7714.0,4396.0,0.5700000000000001,Online,-0.5123786436839985,0.10178386980455215,-0.35779746428447956,1.5889687959392331,-0.393672340565958
Walmart,2020-08-22,South,Texas,Houston,Men's Apparel,41,169.0,6929.0,3118.0,0.44999999999999996,Online,-0.5695562178682827,-0.134000387426366,-0.5519722882271071,0.3393419024417001,-0.1510283100271673
Walmart,2020-08-23,South,Texas,Houston,Women's Apparel,47,250.0,11750.0,7520.0,0.6,Online,-0.2881734427114553,0.3699136804740318,-0.054287114348834736,1.8864450444781373,0.28617964976781146
Walmart,2020-08-24,South,Texas,Houston,Men's Street Footwear,37,238.0,8806.0,3962.0,0.44999999999999996,Online,-0.44184073144555674,0.3065589873903825,-0.41655775944954926,0.3393419024417001,-0.47872117583861706
Walmart,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,42,238.0,9996.0,4598.0,0.45999999999999996,Online,-0.3743092165908165,0.3065589873903825,-0.33240032265111524,0.44735739691523035,-0.0739848480855997
Walmart,2020-08-26,South,Texas,Houston,Women's Street Footwear,37,319.0,11803.0,5311.0,0.44999999999999996,Online,-0.2857755900867773,0.6839986704891152,-0.25090496553081365,0.3393419024417001,-0.47872117583861706
Walmart,2020-08-27,South,Texas,Houston,Women's Athletic Footwear,36,210.0,7560.0,4536.0,0.6,Online,-0.5231223660641232,0.14541514595934574,-0.34007485953191163,1.8864450444781373,-0.5660382453975762
Walmart,2020-08-28,South,Texas,Houston,Men's Apparel,41,196.0,8036.0,3214.0,0.4,Online,-0.4905910300303011,0.05662900288635401,-0.534831280786754,-0.2121600376392765,-0.1510283100271673
Walmart,2020-08-29,South,Texas,Houston,Women's Apparel,47,293.0,13771.0,8675.0,0.6,Online,-0.20361173576935587,0.5744085158224365,0.02649125399998175,1.8864450444781373,0.28617964976781146
Walmart,2020-08-30,South,Texas,Houston,Men's Street Footwear,37,268.0,9916.0,4858.0,0.49,Online,-0.37859038994577904,0.4594809824999727,-0.30130512051846053,0.7670197914258248,-0.47872117583861706
Walmart,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,41,259.0,10619.0,4778.0,0.44999999999999996,Online,-0.34209676282553475,0.415472588016779,-0.3106920369392584,0.3393419024417001,-0.1510283100271673
Walmart,2020-09-01,South,Texas,Houston,Women's Street Footwear,39,297.0,11583.0,5328.0,0.45999999999999996,Online,-0.2958002904079268,0.5918849036516276,-0.24909830415755663,0.44735739691523035,-0.3107768733823138
Walmart,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,38,189.0,7182.0,4237.0,0.5900000000000001,Online,-0.5504499130467618,0.009840276402207554,-0.37862288503367175,1.7879105989471293,-0.393672340565958
Walmart,2020-09-03,South,Texas,Houston,Men's Apparel,41,169.0,6929.0,2771.0,0.4,Online,-0.5695562178682827,-0.134000387426366,-0.6186611643178841,-0.2121600376392765,-0.1510283100271673
Walmart,2020-09-04,South,Texas,Houston,Women's Apparel,46,225.0,10350.0,6727.0,0.6,Online,-0.35576731176867354,0.23423033641435645,-0.11728815014398443,1.8864450444781373,0.2172466602947214
Walmart,2020-09-05,South,Texas,Houston,Men's Street Footwear,44,255.0,11220.0,5385.0,0.48,Online,-0.3127648357440949,0.3954220620634299,-0.2430824584555451,0.6611864448160953,0.07486787805518114
Walmart,2020-09-06,South,Texas,Houston,Men's Athletic Footwear,41,213.0,8733.0,4017.0,0.45999999999999996,Online,-0.4462757966799713,0.16367285652567673,-0.4087644456144654,0.44735739691523035,-0.1510283100271673
Walmart,2020-09-07,South,Texas,Houston,Women's Street Footwear,46,234.0,10764.0,5274.0,0.49,Online,-0.3348708220690524,0.2847317516362276,-0.25485717988216355,0.7670197914258248,0.2172466602947214
Walmart,2020-09-08,South,Texas,Houston,Women's Athletic Footwear,47,181.0,8507.0,4678.0,0.55,Online,-0.46024509735525326,-0.04579122635770532,-0.3226491623965119,1.387476387565061,0.28617964976781146
Walmart,2020-09-09,South,Texas,Houston,Men's Apparel,44,175.0,7700.0,3311.0,0.43,Online,-0.5133464433028514,-0.08914387857120674,-0.5180239011805035,0.1210579409433326,0.07486787805518114
Walmart,2020-09-10,South,Texas,Houston,Women's Apparel,50,213.0,10650.0,6816.0,0.6,Online,-0.3405436497105844,0.16367285652567673,-0.10985749409402294,1.8864450444781373,0.48467654773873725
Walmart,2020-09-11,South,Texas,Houston,Men's Street Footwear,44,240.0,10560.0,5280.0,0.5,Online,-0.3450652533568469,0.3173359915784561,-0.2542144006636288,0.8721452173768379,0.07486787805518114
Walmart,2020-09-12,South,Texas,Houston,Men's Athletic Footwear,43,216.0,9288.0,4365.0,0.47,Online,-0.4134487187427828,0.1816763911597071,-0.3617980226007865,0.554635578513902,0.0012873419375581399
Walmart,2020-09-13,South,Texas,Houston,Women's Street Footwear,48,188.0,9024.0,4241.0,0.47,Online,-0.42881185190517124,0.0030158119188678223,-0.37808945915290354,0.554635578513902,0.3536912387144174
Walmart,2020-09-14,South,Texas,Houston,Women's Athletic Footwear,45,168.0,7560.0,4384.0,0.5800000000000001,Online,-0.5231223660641232,-0.1416301028812425,-0.3593427115910363,1.688754480878662,0.14683112786611158
Walmart,2020-09-15,South,Texas,Houston,Men's Apparel,42,150.0,6300.0,2583.0,0.41,Online,-0.620256977276641,-0.2872725545575317,-0.6583716910742815,-0.10030054349361513,-0.0739848480855997
Walmart,2020-09-16,South,Texas,Houston,Women's Apparel,53,210.0,11130.0,6900.0,0.6,Online,-0.317055825334885,0.14541514595934574,-0.10293274842511038,1.8864450444781373,0.6718244012053064
Walmart,2020-10-20,South,Texas,Houston,Men's Street Footwear,43,234.0,10062.0,4930.0,0.49,Online,-0.3708029610310478,0.2847317516362276,-0.29298810433547695,0.7670197914258248,0.0012873419375581399
Walmart,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,43,243.0,10449.0,5120.0,0.49,Online,-0.35069526495734465,0.3333349546190531,-0.27161031655145107,0.7670197914258248,0.0012873419375581399
Walmart,2020-10-22,South,Texas,Houston,Women's Street Footwear,47,206.0,9682.0,4647.0,0.48,Online,-0.39131397257688544,0.12066351924649787,-0.32640780669522096,0.6611864448160953,0.28617964976781146
Walmart,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,48,203.0,9744.0,5359.0,0.55,Online,-0.3879130710091704,0.10178386980455215,-0.24581859187648838,1.387476387565061,0.3536912387144174
Walmart,2020-10-24,South,Texas,Houston,Men's Apparel,42,195.0,8190.0,3685.0,0.44999999999999996,Online,-0.48047761680429074,0.050047650165831854,-0.4575286099082003,0.3393419024417001,-0.0739848480855997
Walmart,2020-10-25,South,Texas,Houston,Women's Apparel,51,247.0,12597.0,7810.0,0.6,Online,-0.25108773773789994,0.3543635971085061,-0.03289464596115986,1.8864450444781373,0.5482551679706069
Walmart,2020-10-26,South,Texas,Houston,Men's Street Footwear,41,238.0,9758.0,4683.0,0.48,Online,-0.3871481203639159,0.3065589873903825,-0.32204526252956045,0.6611864448160953,-0.1510283100271673
Walmart,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,44,285.0,12540.0,6019.0,0.48,Online,-0.253504069681575,0.5387308595392454,-0.18015884166354576,0.6611864448160953,0.07486787805518114
Walmart,2020-10-28,South,Texas,Houston,Women's Street Footwear,47,255.0,11985.0,5872.0,0.49,Online,-0.2776226469732902,0.3954220620634299,-0.1941372571626637,0.7670197914258248,0.28617964976781146
Walmart,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,47,182.0,8554.0,4961.0,0.5800000000000001,Online,-0.4573096617421806,-0.0387050003071307,-0.28944450168456454,1.688754480878662,0.28617964976781146
Walmart,2020-10-30,South,Texas,Houston,Men's Apparel,42,169.0,7098.0,3194.0,0.44999999999999996,Online,-0.5567178447906509,-0.134000387426366,-0.538359725258189,0.3393419024417001,-0.0739848480855997
Walmart,2020-10-31,South,Texas,Houston,Women's Apparel,53,261.0,13833.0,8576.0,0.6,Online,-0.2012183212055608,0.42538246806794,0.020002142290093075,1.8864450444781373,0.6718244012053064
